Name,Graves Disease,Head Injury,Lymphocyte Counts,Eosinophil Counts,MedicationUseThyroidPreparation,Hypothyroidism,HashimotoThyroiditis,PediatricAsthma,MedicationUseGlucocorticoids,MedicationUseAdrenergicsInhalants,AtopicDermatitis,BasophilCount,MonocyteCount,AspartateAminotransferaseLevels,AcuteGlomeruloNephritis,CerebralAneurysm,SystolicBloodPressure,MeanArterialPressure,PulmonaryFibrosis,Pleurisy,ChronicHepatitisCInfection,MeanCorpuscularHemoglobin,MeanCorpuscularHemoglobinConcentration,MeanCorpuscularVolume,RedBloodCellCount,Hemoglobin,HemoglobinA1cLevels,PlateletCount,ChronicHeartFailure,MedicationUseAgentsActingOnTheReninAngiotensinSystem,UnstableAnginaPectoris,StableAnginaPectoris,MyocardialInfarction,DiastolicBloodPressure,Height,CompressionFracture,StevensJohnsonSyndrome,CesarianSection,GastricCancer,BreastCancer,BloodUreaNitrogenLevels,SerumCreatinineLevels,ProstateCancer,GammaGlutamylTranspeptidase,CalciumLevels,SerumUricAcidLevels,Type1Diabetes,Type2Diabetes,GlucoseLevels,MedicationUseDrugsUsedInDiabetes,ChronicPancreatitis,PolycysticKidneyDisease,BodyMassIndex,BackPain,MedicationUseAntiInflammatoryAndAntiRheumaticProductsNonSteroids,PulsePressure,MedicationUseCalciumChannelBlockers,AlanineAminotransferaseLevels,TotalCholestrolLevels
(Adult) Alveolar Capillary Endothelial,0.350602069,0.291730556,0.693579591,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.928182507,0.79891653,0.811749146,0.189489328,0.240623748,0.074493031,0.63510973,0.757858446,0.9491926,0.999939253,0.985071189,0.999892384,0.999993749,0.360926746,0.751238256,0.647709532,0.560702999,0.150171363,0.26833191,0.334061901,0.028899591,0.008338729,0.348589947,0.212091775,0.747232853,0.549818446,0.253371579,0.956752465,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.982255803,0.999503019,0.975886533,0.193310371,0.430741413,0.965863965,0.49843347,0.214430517,0.798400196,0.999956195,0.999510522,0.999945874
(Adult) Endothelial Myocardial,0.516716052,0.18431589,0.702497461,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.502502321,0.811749146,0.060762277,0.004915487,0.049222238,0.429308431,0.865538419,0.818277539,0.999939253,0.985071189,0.999892384,0.999993749,0.318051139,0.627936133,0.99999998,0.103385706,0.080669962,0.171091037,0.205479688,0.060987808,0.003423634,0.123075156,0.40706863,0.344970129,0.357889539,0.253371579,0.796014195,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.969568402,0.999503019,0.975886533,0.425959706,0.500612229,0.965863965,0.582023365,0.321966925,0.712550999,0.885817152,0.999510522,0.999945874
(Fetal) Endothelial Placental,0.838404001,0.158483389,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.540920392,0.999999999,0.999912891,0.790616779,0.497133783,0.999992392,0.999997634,0.42727313,0.494228524,0.702609017,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.937336346,0.999942835,0.999915887,0.999999952,0.999996359,0.962075232,0.45318811,0.642952263,0.569788881,0.840390355,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.295975349,0.478759141,0.786729182,0.44903904,0.427426376,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Lymphatic,0.887378551,0.30294574,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.922036849,0.999999999,0.999912891,0.616825506,0.186733052,0.999992392,0.999997634,0.643756679,0.366068171,0.042895302,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.092640186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.748740077,0.572865283,0.753552264,0.840390355,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.90036358,0.999997984,0.971981326,0.855789364,0.443939067,0.859103879,0.793577678,0.724371941,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Alveolar Capillary Endothelial,0.974077899,0.158171871,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.707845082,0.999999999,0.999912891,0.468292042,0.074542723,0.449011401,0.879093382,0.515554848,0.213480426,0.153812487,0.999860706,0.993901507,0.999996815,0.999999994,0.811801106,0.999945997,0.999999751,0.639464899,0.866456987,0.999942835,0.999915887,0.999999952,0.064813587,0.658371518,0.630132292,0.572865283,0.766917405,0.692658136,0.999524326,0.999977492,1,0.871264632,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.384814207,0.538060978,0.70851998,0.552923915,0.741623485,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Endothelial Hepatic 1,0.974077899,0.437136998,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.753656025,0.999999999,0.711103123,0.468292042,0.071842293,0.850723215,0.999997634,0.467940001,0.018443882,0.390324086,0.999860706,0.414780583,0.999996815,0.999999994,1,0.999945997,0.01581797,0.428307247,0.866456987,0.999942835,0.999915887,0.344200476,0.995163873,0.999994772,0.847480405,0.822310047,0.816085885,0.840390355,0.999524326,0.999977492,1,0.820315251,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.415120795,0.594831951,0.496593834,0.430905773,0.427426376,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Endothelial Hepatic 2,0.974077899,0.085150791,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.385994675,0.833901428,0.999912891,0.468292042,0.653700383,0.999992392,0.999997634,0.515554848,0.294296912,0.133994715,5.56E-07,0.001580034,1.35E-07,0.001169581,0.27601955,0.122060106,0.01581797,0.725156752,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.74713398,0.630567602,0.773365458,0.750482108,0.958249916,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.819587905,0.999997984,0.971981326,0.490691638,0.445163327,0.575048031,0.430905773,0.427426376,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Endocardial,0.977211261,0.088217016,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.723356273,0.105131016,0.28066092,0.879093382,0.417058084,0.211244519,0.28675719,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.167928851,0.747232909,0.999942835,0.999915887,0.333435804,0.075877134,0.41862778,0.964682243,0.642417774,0.643119281,0.849147038,0.999524326,0.999977492,1,0.995938376,0.999967953,0.999999802,0.999992186,0.996111174,0.90036358,0.999997984,0.971981326,0.192749893,0.367390984,0.872589452,0.682847412,0.575288145,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Endothelial General 1,0.977211261,0.596149868,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.723356273,0.001936633,0.262772624,0.822155359,0.505585781,0.531931045,0.240091698,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.239625839,0.747232909,0.985842274,0.999915887,0.344200476,0.064813587,0.182598227,0.66154078,0.687842399,0.538401647,0.692658136,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.410839023,0.261165882,0.859103879,0.543728677,0.427426376,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Endothelial General 2,0.974077899,0.3729695,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.845906435,0.999999999,0.999912891,0.539426006,0.006207589,0.757771692,0.999997634,0.568201077,0.004458171,0.113487315,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.449547071,0.239625839,0.866456987,0.985842274,0.999915887,0.722417562,0.282776035,0.944720567,0.662826853,0.975168696,0.643119281,0.840390355,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.697934473,0.344432877,0.768946172,0.335277229,0.427426376,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Erythroblast 1,0.892085689,0.090967706,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.303127428,0.833901428,0.999912891,0.616825506,0.987743386,0.999992392,0.999997634,0.467940001,0.704533261,0.267960199,1.89E-12,6.25E-05,4.51E-14,9.22E-07,0.010575581,3.99E-06,0.008463202,0.935799186,0.866456987,0.999942835,0.999915887,0.999999952,0.999996359,0.166820517,0.964682243,0.413432516,0.643119281,0.958249916,0.999524326,0.999977492,1,0.820315251,0.999967953,0.999999802,0.999992186,0.996111174,0.066038616,0.444650408,0.342450857,0.335298432,0.370662243,0.122745296,0.774152898,0.427426376,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Erythroblast 2,0.892085689,0.13275255,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.253540604,0.754985488,0.999912891,0.468292042,0.987743386,0.999992392,0.999997634,0.443641089,0.494228524,0.276260222,2.00E-12,1.47E-05,2.70E-13,4.21E-06,0.010575581,1.51E-05,0.008463202,0.935799186,0.866456987,0.999942835,0.999915887,0.999999952,0.999996359,0.131847684,0.662826853,0.413432516,0.656309575,0.997667889,0.999524326,0.999977492,1,0.871264632,0.999967953,0.999999802,0.999992186,0.996111174,0.313861293,0.501870549,0.859374016,0.490691638,0.362348456,0.478113998,0.79510642,0.427426376,0.832472065,0.999999649,0.999998434,0.999920349
(Fetal) Erythroblast 3,0.718742673,0.090967706,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.232218661,0.999999999,0.999912891,0.616825506,0.987743386,0.999992392,0.999997634,0.395517686,0.507016722,0.391022579,2.00E-12,6.57E-05,2.70E-13,0.000105309,0.206505144,0.000253791,0.00876147,0.946033653,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.126049872,0.979431874,0.413432516,0.807303393,0.997667889,0.999524326,0.999977492,1,0.871264632,0.999967953,0.999999802,0.999992186,0.996111174,0.181485162,0.501870549,0.971981326,0.487782517,0.370662243,0.577105177,0.685866903,0.527432722,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Erythroblast 4,0.463016613,0.088217016,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.316910649,0.88522039,0.999912891,0.616825506,0.987743386,0.999992392,0.999997634,0.515554848,0.658173495,0.29075764,1.66E-10,0.000295972,1.05E-10,5.42E-05,0.041852632,0.000205943,0.155494017,0.962787234,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.611122927,0.795995447,0.413432516,0.643119281,0.997667889,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.405486703,0.534718677,0.971981326,0.311243982,0.410043457,0.496593834,0.775940726,0.427426376,0.832472065,0.999999649,0.999998434,0.999920349
(Fetal) Erythroblast 5,0.790623704,0.085150791,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.312079328,0.999999999,0.999912891,0.770086085,0.987743386,0.999992392,0.999997634,0.393116162,0.255589402,0.336379866,3.79E-08,0.000328508,2.21E-09,0.001443507,0.333287248,0.037335052,0.186826659,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.795995447,0.534459782,0.643119281,0.997667889,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.313861293,0.921848399,0.89503805,0.327504539,0.331109892,0.440219645,0.559957813,0.405665209,0.778103761,0.999999649,0.999998434,0.999920349
(Adult) Atrial Cardiomyocyte,0.958286783,0.212854944,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.84670084,0.760784599,0.688737248,0.941635451,0.685758753,0.904635707,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.879642241,0.451062896,0.99999998,0.001106279,0.937142063,0.949209713,0.999957488,0.99974979,0.225730463,0.918004202,0.290472215,0.321124249,0.357889539,0.780090866,0.995288859,0.999989169,0.425443407,0.864239581,0.990241174,0.999917836,0.999987328,0.998983359,0.884083222,0.938583803,0.975886533,0.272171322,0.938661285,0.965863965,0.513538002,0.605470718,0.76647759,0.999956195,0.999510522,0.999945874
(Adult) Ventricular Cardiomyocyte,0.977933341,0.396750724,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.760784599,0.414952337,0.591536117,0.383912357,0.958439603,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.521571464,0.99999998,1.09E-05,0.937142063,0.440264166,0.768402451,0.512863956,0.192986104,0.450876402,0.390994497,0.321124249,0.503322187,0.757219475,0.981994848,0.924449697,0.256980746,0.984050078,0.999015744,0.999917836,0.999987328,0.998983359,0.789143815,0.898566333,0.975886533,0.368438367,0.928085739,0.965863965,0.541029761,0.501166045,0.678859058,0.999956195,0.999510522,0.999945874
(Fetal) Atrial Cardiomyocyte,0.974077899,0.088217016,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.757145306,0.432391982,0.999992392,0.999997634,0.608222849,0.658173495,0.252393965,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.006451631,0.866456987,0.999942835,0.999915887,0.999999952,0.247136545,0.999994772,0.392860341,0.413432516,0.656309575,0.859444456,0.999524326,0.999977492,1,0.904748686,0.999967953,0.999999802,0.999992186,0.996111174,0.469104996,0.999997984,0.971981326,0.490691638,0.45649489,0.575048031,0.405655984,0.674302148,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Ventricular Cardiomyocyte,0.974077899,0.155815454,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.723356273,0.432391982,0.530316219,0.879093382,0.673147207,0.993478732,0.247900496,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.006451631,0.866456987,0.999942835,0.999915887,0.547194691,0.067334398,0.21578754,0.392860341,0.413432516,0.643119281,0.849147038,0.999524326,0.999977492,0.478096876,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.90036358,0.999997984,0.971981326,0.337596199,0.538060978,0.70851998,0.552923915,0.427426376,0.675433696,0.999999649,0.999998434,0.999920349
(Adult) Cardiac Pericyte 1,0.350602069,0.208274054,0.983930951,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.745046091,0.811749146,0.2775036,0.004915487,0.001083006,0.644057716,0.865538419,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.870647258,0.372539473,0.99999998,0.103385706,0.057956915,0.020669588,0.101164591,0.008480905,0.0001752,0.002022468,0.138183977,0.358271293,0.372359921,0.777930103,0.333854769,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.161471896,0.382732801,0.97578454,0.60503216,0.810748766,0.967570029,0.246108088,0.999510522,0.999945874
(Adult) Cardiac Pericyte 2,0.516716052,0.212854944,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.879656995,0.811749146,0.189489328,0.089617485,0.076614428,0.670382912,0.841259746,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.751238256,0.99999998,0.185123634,0.150171363,0.009415916,0.101164591,0.008480905,0.003938179,9.05E-05,0.21131457,0.338279778,0.325927351,0.438885752,0.367653466,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.875788299,0.999503019,0.975886533,0.2007595,0.175287594,0.965863965,0.537347005,0.768037188,0.849951991,0.999956195,0.999510522,0.999945874
(Adult) Cardiac Pericyte 3,0.194775803,0.090840644,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.54763977,0.811749146,0.242220751,0.083355848,0.049222238,0.557789715,0.749877611,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.74164957,0.627936133,0.99999998,0.103385706,0.080669962,0.171091037,0.583601854,0.028899591,0.003242944,0.005510869,0.224810675,0.420449538,0.297319586,0.60348136,0.927011831,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.183315504,0.207425676,0.965863965,0.667857926,0.768037188,0.962931083,0.999956195,0.999510522,0.999945874
(Adult) Cardiac Pericyte 4,0.514461656,0.06863962,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.835897363,0.597737195,0.901636561,0.999309934,0.497174682,0.877485625,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.751238256,0.99999998,0.393800772,0.937142063,0.360432834,0.999957488,0.107261126,0.178055353,0.005510869,0.224810675,0.338279778,0.297319586,0.426955332,0.981994848,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.794218599,0.999503019,0.975886533,0.234968999,0.167999746,0.965863965,0.607533212,0.678334824,0.713856905,0.999956195,0.999510522,0.999945874
(Adult) Pericyte General 1,0.293017745,0.156487147,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.189489328,0.032837616,0.074493031,0.685758753,0.877485625,0.534406366,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.451062896,0.99999998,0.111562179,0.0696396,0.020669588,0.159906046,0.008480905,0.003938179,2.96E-06,0.068496871,0.351492569,0.368870058,0.282187996,0.51502911,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.794218599,0.999503019,0.975886533,0.2007595,0.195189756,0.965863965,0.60503216,0.869475448,0.766955434,0.999956195,0.999510522,0.999945874
(Adult) Pericyte General 2,0.535074696,0.038961275,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.067152003,0.027039835,0.074493031,0.721490099,0.865538419,0.683850435,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.660668991,0.99999998,0.31282517,0.305363283,0.009415916,0.203462869,0.028899591,0.001455045,8.91E-07,0.316615989,0.471483557,0.514159868,0.314057749,0.458336038,0.999989169,0.955407014,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.425959706,0.430741413,0.965863965,0.49843347,0.855491368,0.822211955,0.999956195,0.999510522,0.999945874
(Adult) Pericyte General 3,0.516716052,0.31510267,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.067152003,0.003976781,0.049222238,0.764841033,0.749877611,0.534406366,0.999939253,0.985071189,0.999892384,0.999993749,0.879642241,0.521571464,0.99999998,0.068642181,0.150171363,0.017331306,0.101164591,0.008480905,0.002355277,1.88E-09,0.316615989,0.344970129,0.297319586,0.333756016,0.333854769,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.884083222,0.999503019,0.975886533,0.296454877,0.400439042,0.965863965,0.49843347,0.768037188,0.822211955,0.999956195,0.999510522,0.999945874
(Adult) Pericyte General 4,0.516716052,0.152795723,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.073612134,0.120807509,0.186781809,0.776911686,0.889395581,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.993240463,0.597575615,0.99999998,0.10757465,0.175012817,0.040039301,0.322725127,0.014466604,0.010005514,4.32E-06,0.224810675,0.338279778,0.515391071,0.704342101,0.796014195,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.368493123,0.167999746,0.965863965,0.537347005,0.855491368,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Pericyte Muscularis,0.345417457,0.190473815,0.702497461,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.742124021,0.811749146,0.0759223,0.000871181,0.001013227,0.63510973,0.749877611,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.363559228,0.99999998,0.057021233,0.012219745,0.013237177,0.140537374,0.008480905,0.0001752,7.95E-05,0.150173062,0.321124249,0.325927351,0.314057749,0.367653466,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.203525921,0.167999746,0.965863965,0.49843347,0.644373596,0.798400196,0.198116155,0.999510522,0.999945874
(Adult) Fibro Liver Adrenal,0.535074696,0.24346291,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.410361882,0.318909509,0.542177856,0.962988132,0.749877611,0.9491926,0.999939253,0.985071189,0.999892384,0.999993749,0.78523461,0.857195657,0.99999998,0.692505448,0.937142063,0.246479284,0.140537374,0.011148461,0.010075959,4.35E-06,0.224810675,0.344970129,0.297319586,0.375438107,0.738041944,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.203080131,0.587420021,0.965863965,0.832153316,0.869475448,0.687448567,0.999956195,0.999510522,0.999945874
(Adult) Vascular Smooth Muscle 1,0.883211828,0.317427762,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.060762277,0.001394201,0.077866731,0.280970104,0.934666025,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.988035941,0.99999998,0.099903182,0.263161064,0.020669588,0.037677775,0.011148461,0.0001752,3.69E-11,0.338788029,0.589210533,0.60530909,0.734449515,0.338139031,0.869718279,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.884083222,0.999503019,0.975886533,0.292990707,0.464523967,0.965863965,0.667857926,0.955113,0.849951991,0.999956195,0.999510522,0.999945874
(Adult) Vascular Smooth Muscle 2,0.644337535,0.072489298,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.964388189,0.811749146,0.229322975,0.000353717,0.034102771,0.280970104,0.877485625,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.959981318,0.99999998,0.179556175,0.150171363,0.020669588,0.101164591,0.008480905,0.001455045,1.33E-11,0.224810675,0.509602298,0.368870058,0.67824369,0.482233318,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.698890067,0.999503019,0.975886533,0.193310371,0.400439042,0.965863965,0.49843347,0.955113,0.712550999,0.999956195,0.999510522,0.999945874
(Fetal) Stellate,0.571487607,0.158483389,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.723356273,0.432391982,0.999992392,0.999997634,0.393116162,0.535394893,0.227136553,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.74713398,0.630132292,0.413432516,0.643119281,0.958249916,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.196151261,0.391776784,0.786729182,0.552923915,0.967771683,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Fibroblast General 1,0.992712383,0.548039483,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.557316182,0.999999999,0.999912891,0.723356273,0.008273707,0.530316219,0.999997634,0.83742521,0.579851931,0.086056544,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.639464899,0.866456987,0.985842274,0.834093737,0.362042511,0.183315684,7.44E-06,0.662826853,0.449299524,0.538401647,0.849147038,0.963395565,0.999977492,1,0.573510138,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.196151261,0.432638602,0.797813026,0.430905773,0.427426376,0.675433696,0.981993915,0.999998434,0.999920349
(Fetal) Fibroblast General 2,0.974077899,0.331837973,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.757145306,0.10630666,0.950240464,0.999997634,0.443291246,0.579851931,0.034954097,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.092640186,0.999993755,0.999942835,0.999915887,0.999999952,0.204602763,0.007612093,0.630132292,0.413432516,0.538401647,0.840390355,0.963395565,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.184245575,0.261165882,0.877737861,0.430905773,0.527432722,0.883567937,0.999999649,0.999998434,0.999920349
(Fetal) Fibroblast General 3,0.974077899,0.194121158,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.732433872,0.012803479,0.262772624,0.334315108,0.417058084,0.54140564,0.108184513,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.575829858,0.866456987,0.483580072,0.834093737,0.058971401,0.010106313,0.009020928,0.630567602,0.514829801,0.643119281,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.157937679,0.090771315,0.800389818,0.665737603,0.781066763,0.883567937,0.999999649,0.999998434,0.999920349
(Fetal) Fibroblast General 4,0.385557606,0.191001659,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.796833215,0.999999999,0.999912891,0.859785956,0.432391982,0.999992392,0.999997634,0.393116162,0.579851931,0.064838979,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.725156752,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.02945931,0.662826853,0.413432516,0.569788881,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.641162501,0.999997984,0.971981326,0.142847059,0.524988106,0.786729182,0.430905773,0.612298687,0.936470768,0.999999649,0.999998434,0.999920349
